identificador,codigo,vereda_codigo,numero_subterraneos,codigo_anterior,tipo_predio,derecho,tipo_documento,matricula,acto_registral,ente_emisor,numero_fuente,propietario,tipo_de_documento_de_identificacion,numero_documento,estado_folio,telefono,grupo_etnico,estado_civil,fecha
5531,683070000000000040802800000584,68307000000000004,0,68307000000040584802,RURAL,POSECION,ESCRITURA,300-20831,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2224,Baldomero Aranda Fabregat,CC,910651524,ABIERTO,3103808596,NINGUNO,UNION LIBRE 4 AÑOS,06/07/1967
5532,683070000000000040802800000561,68307000000000004,0,68307000000040561802,RURAL,POSECION,ESCRITURA,300-20832,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1616,Seve Martin Julián,CC,684731847,ABIERTO,3187047825,NINGUNO,UNION LIBRE 4 AÑOS,01/03/1998
5533,683070000000000040802800000495,68307000000000004,0,68307000000040495802,RURAL,POSECION,ESCRITURA,300-20833,COMPRAVENTA,NOTARIA 1 DE SAN GIL,315,Evita Carranza Martínez,CC,926950880,ABIERTO,3159883274,NINGUNO,UNION LIBRE 4 AÑOS,15/05/1951
5534,683070000000000040802800000496,68307000000000004,0,68307000000040496802,RURAL,POSECION,ESCRITURA,300-20834,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5413,Esmeralda Paniagua Alcalá,CC,998524767,ABIERTO,3165433378,NINGUNO,UNION LIBRE 4 AÑOS,25/05/1994
5535,683070000000000040802800000472,68307000000000004,0,68307000000040472802,RURAL,POSECION,ESCRITURA,300-20835,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6165,Teófila Clavero,CC,705536007,ABIERTO,3102881154,NINGUNO,UNION LIBRE 4 AÑOS,13/08/1991
5536,683070000000000040802800000620,68307000000000004,0,68307000000040620802,RURAL,POSECION,ESCRITURA,300-20836,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3481,Cecilio Apolinar Chamorro Galan,CC,57290389,ABIERTO,3112016591,NINGUNO,UNION LIBRE 4 AÑOS,20/11/1966
5537,683070000000000040802800000560,68307000000000004,0,68307000000040560802,RURAL,POSECION,ESCRITURA,300-20837,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6906,Pastor Briones Catalán,CC,214037784,ABIERTO,3169076852,NINGUNO,UNION LIBRE 4 AÑOS,05/08/1975
5538,683070000000000040802800000498,68307000000000004,0,68307000000040498802,RURAL,POSECION,ESCRITURA,300-20838,COMPRAVENTA,NOTARIA 1 DE SAN GIL,987,Loreto Bilbao Martin,CC,448132244,ABIERTO,3118254176,NINGUNO,UNION LIBRE 4 AÑOS,06/06/2014
5539,683070000000000040802800000589,68307000000000004,0,68307000000040589802,URBANO,POSECION,ESCRITURA,300-20839,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7055,Nuria Barral Suárez,CC,253131717,ABIERTO,3158818622,NINGUNO,UNION LIBRE 4 AÑOS,02/12/1953
5540,683070000000000040802800000615,68307000000000004,0,68307000000040615802,URBANO,POSECION,ESCRITURA,300-20840,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6991,Chuy de Rosado,CC,219534410,ABIERTO,3134055230,NINGUNO,UNION LIBRE 4 AÑOS,11/03/1978
5541,683070000000000040802800000586,68307000000000004,0,68307000000040586802,URBANO,POSECION,ESCRITURA,300-20841,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4086,Celso Castro Carbó,CC,950377163,ABIERTO,3151843226,NINGUNO,UNION LIBRE 4 AÑOS,12/04/1997
5542,683070000000000040802800000497,68307000000000004,0,68307000000040497802,URBANO,POSECION,ESCRITURA,300-20842,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2866,Jesús Sevillano,CC,728395298,ABIERTO,3102409819,NINGUNO,UNION LIBRE 4 AÑOS,22/04/2012
5543,683070000000000040802800000559,68307000000000004,0,68307000000040559802,URBANO,POSECION,ESCRITURA,300-20843,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3289,Teófilo Iniesta Atienza,CC,800656020,ABIERTO,3186370654,NINGUNO,UNION LIBRE 4 AÑOS,15/12/1950
5544,683070000000000040802800000558,68307000000000004,0,68307000000040558802,RURAL,POSECION,ESCRITURA,300-20844,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1826,Salomé Suárez Sevillano,CC,445705205,ABIERTO,3102588312,NINGUNO,UNION LIBRE 4 AÑOS,27/04/1995
5545,683070000000000040802800000591,68307000000000004,0,68307000000040591802,RURAL,POSECION,ESCRITURA,300-20845,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5634,Elpidio Morales Carro,CC,362727341,ABIERTO,3108781412,NINGUNO,UNION LIBRE 4 AÑOS,03/07/1950
5546,683070000000000040802800000499,68307000000000004,0,68307000000040499802,RURAL,POSECION,ESCRITURA,300-20846,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3924,Juan Francisco Recio Cisneros,CC,557055928,ABIERTO,3187005097,NINGUNO,UNION LIBRE 4 AÑOS,12/04/1964
5547,683070000000000040802800000588,68307000000000004,0,68307000000040588802,RURAL,POSECION,ESCRITURA,300-20847,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4063,Eustaquio Uribe Manzano,CC,877608019,ABIERTO,3160031970,NINGUNO,UNION LIBRE 4 AÑOS,22/08/2001
5548,683070000000000040802800000618,68307000000000004,0,68307000000040618802,RURAL,POSECION,ESCRITURA,300-20848,COMPRAVENTA,NOTARIA 1 DE SAN GIL,282,Casemiro Capdevila Pedrosa,CC,725176336,ABIERTO,3125057230,NINGUNO,UNION LIBRE 4 AÑOS,13/09/2009
5549,683070000000000040802800000614,68307000000000004,0,68307000000040614802,RURAL,POSECION,ESCRITURA,300-20849,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2847,Lope Ferrando Bustos,CC,529693622,ABIERTO,3165488920,NINGUNO,UNION LIBRE 4 AÑOS,09/06/2007
5550,683070000000000040802800000557,68307000000000004,0,68307000000040557802,RURAL,POSECION,ESCRITURA,300-20850,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6961,Lola Ballester Parra,CC,138605033,ABIERTO,3131030960,NINGUNO,UNION LIBRE 4 AÑOS,05/05/1969
5551,683070000000000040802800000500,68307000000000004,0,68307000000040500802,RURAL,POSECION,ESCRITURA,300-20851,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5943,Casemiro de Navas,CC,115433944,ABIERTO,3149734817,NINGUNO,UNION LIBRE 4 AÑOS,08/07/1993
5552,683070000000000040802800000593,68307000000000004,0,68307000000040593802,RURAL,POSECION,ESCRITURA,300-20852,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1586,Maricela Pablo-Santiago,CC,35180533,ABIERTO,3159415048,NINGUNO,UNION LIBRE 4 AÑOS,11/12/1956
5553,683070000000000040802800000556,68307000000000004,0,68307000000040556802,RURAL,POSECION,ESCRITURA,300-20853,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1400,Gala Galán Samper,CC,740011945,ABIERTO,3155821338,NINGUNO,UNION LIBRE 4 AÑOS,28/12/1964
5554,683070000000000040802800000590,68307000000000004,0,68307000000040590802,RURAL,POSECION,ESCRITURA,300-20854,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6268,Porfirio Trillo Marin,CC,770702517,ABIERTO,3136441162,NINGUNO,UNION LIBRE 4 AÑOS,22/01/1966
5555,683070000000000040802800000613,68307000000000004,0,68307000000040613802,RURAL,POSECION,ESCRITURA,300-20855,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1680,Arturo Llobet Corbacho,CC,978733125,ABIERTO,3180364226,NINGUNO,UNION LIBRE 4 AÑOS,08/07/1969
5556,683070000000000040802800000616,68307000000000004,0,68307000000040616802,RURAL,POSECION,ESCRITURA,300-20856,COMPRAVENTA,NOTARIA 1 DE SAN GIL,557,Charo Piñol Carrasco,CC,834035386,ABIERTO,3117825459,NINGUNO,UNION LIBRE 4 AÑOS,11/03/2002
5557,683070000000000040802800000501,68307000000000004,0,68307000000040501802,RURAL,POSECION,ESCRITURA,300-20857,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6433,Lisandro Galván Nuñez,CC,244616493,ABIERTO,3153998010,NINGUNO,UNION LIBRE 4 AÑOS,14/09/1962
5558,683070000000000040802800000595,68307000000000004,0,68307000000040595802,RURAL,POSECION,ESCRITURA,300-20858,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2605,Santos Ribes Vara,CC,982685789,ABIERTO,3113021850,NINGUNO,UNION LIBRE 4 AÑOS,05/10/2000
5559,683070000000000040802800000555,68307000000000004,0,68307000000040555802,RURAL,POSECION,ESCRITURA,300-20859,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1899,Nazario Muñoz Prada,CC,755060518,ABIERTO,3126672041,NINGUNO,UNION LIBRE 4 AÑOS,11/11/2003
5560,683070000000000040802800000592,68307000000000004,0,68307000000040592802,RURAL,POSECION,ESCRITURA,300-20860,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4185,Ruperta Benitez Solano,CC,243081251,ABIERTO,3120008745,NINGUNO,UNION LIBRE 4 AÑOS,23/09/2011
5561,683070000000000040802800000597,68307000000000004,0,68307000000040597802,RURAL,POSECION,ESCRITURA,300-20861,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4357,Sancho Oliva-Bastida,CC,611996789,ABIERTO,3121087994,NINGUNO,UNION LIBRE 4 AÑOS,04/05/1952
5562,683070000000000040802800000554,68307000000000004,0,68307000000040554802,RURAL,POSECION,ESCRITURA,300-20862,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1364,Haydée Elorza Lozano,CC,258474121,ABIERTO,3116905404,NINGUNO,UNION LIBRE 4 AÑOS,22/11/1984
5563,683070000000000040802800000553,68307000000000004,0,68307000000040553802,RURAL,POSECION,ESCRITURA,300-20863,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6916,Bernardita Blasco Mendizábal,CC,18939688,ABIERTO,3140531917,NINGUNO,UNION LIBRE 4 AÑOS,27/09/1998
5564,683070000000000040802800000611,68307000000000004,0,68307000000040611802,RURAL,POSECION,ESCRITURA,300-20864,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3538,Desiderio Folch,CC,840732523,ABIERTO,3148095873,NINGUNO,UNION LIBRE 4 AÑOS,24/08/2019
5565,683070000000000040169000000000,68307000000000004,0,68307000000040169000,RURAL,POSECION,ESCRITURA,300-20865,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5532,Cruz Comas Fuertes,CC,36309070,ABIERTO,3191119280,NINGUNO,UNION LIBRE 4 AÑOS,17/03/1959
5566,683070000000000040802800000599,68307000000000004,0,68307000000040599802,RURAL,POSECION,ESCRITURA,300-20866,COMPRAVENTA,NOTARIA 1 DE SAN GIL,630,Eutimio de Alfaro,CC,267048470,ABIERTO,3163325985,NINGUNO,UNION LIBRE 4 AÑOS,16/12/2001
5567,683070000000000040802800000594,68307000000000004,0,68307000000040594802,RURAL,POSECION,ESCRITURA,300-20867,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5702,Manola Alcalde-Murillo,CC,22615885,ABIERTO,3163443538,NINGUNO,UNION LIBRE 4 AÑOS,03/06/2010
5568,683070000000000040802800000610,68307000000000004,0,68307000000040610802,RURAL,POSECION,ESCRITURA,300-20868,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3521,Isidro Soler Echevarría,CC,398455244,ABIERTO,3120854851,NINGUNO,UNION LIBRE 4 AÑOS,09/10/2002
5569,683070000000000040802800000000,68307000000000004,0,68307000000040802802,RURAL,POSECION,ESCRITURA,300-20869,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4276,Calisto Melero Bonet,CC,163120622,ABIERTO,3191632499,NINGUNO,UNION LIBRE 4 AÑOS,01/01/2010
5570,683070000000000040802800000596,68307000000000004,0,68307000000040596802,RURAL,POSECION,ESCRITURA,300-20870,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5057,Agustina Noemí Escudero Pablo,CC,172308879,ABIERTO,3143654232,NINGUNO,UNION LIBRE 4 AÑOS,15/07/1986
5571,683070000000000040802800000552,68307000000000004,0,68307000000040552802,RURAL,POSECION,ESCRITURA,300-20871,COMPRAVENTA,NOTARIA 1 DE SAN GIL,777,Ale Porras Marco,CC,240684757,ABIERTO,3167371090,NINGUNO,UNION LIBRE 4 AÑOS,08/08/2014
5572,683070000000000040802800000551,68307000000000004,0,68307000000040551802,RURAL,POSECION,ESCRITURA,300-20872,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5554,Eusebia del Mendizábal,CC,99064660,ABIERTO,3169833685,NINGUNO,UNION LIBRE 4 AÑOS,28/09/1974
5573,683070000000000040802800000609,68307000000000004,0,68307000000040609802,RURAL,POSECION,ESCRITURA,300-20873,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4331,Florentina Leandra Jaén Díez,CC,931607873,ABIERTO,3189802434,NINGUNO,UNION LIBRE 4 AÑOS,28/01/2001
5574,683070000000000040802800000612,68307000000000004,0,68307000000040612802,RURAL,POSECION,ESCRITURA,300-20874,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4996,Ester Tania Arana Viana,CC,728391845,ABIERTO,3146379171,NINGUNO,UNION LIBRE 4 AÑOS,25/10/1980
5575,683070000000000040802800000598,68307000000000004,0,68307000000040598802,RURAL,POSECION,ESCRITURA,300-20875,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3317,Matilde Barceló Nadal,CC,625257913,ABIERTO,3115771897,NINGUNO,UNION LIBRE 4 AÑOS,21/08/1967
5576,683070000000000040802800000550,68307000000000004,0,68307000000040550802,RURAL,POSECION,ESCRITURA,300-20876,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6223,Fernando Anglada Blázquez,CC,18856901,ABIERTO,3176874793,NINGUNO,UNION LIBRE 4 AÑOS,10/01/1971
5577,683070000000000040802800000549,68307000000000004,0,68307000000040549802,RURAL,POSECION,ESCRITURA,300-20877,COMPRAVENTA,NOTARIA 1 DE SAN GIL,380,Dafne Jurado Tejedor,CC,514606288,ABIERTO,3157504787,NINGUNO,UNION LIBRE 4 AÑOS,02/07/1977
5578,683070000000000040802800000607,68307000000000004,0,68307000000040607802,RURAL,POSECION,ESCRITURA,300-20878,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2328,Merche Aguiló Jover,CC,551551540,ABIERTO,3171875766,NINGUNO,UNION LIBRE 4 AÑOS,09/09/1957
5579,683070000000000040802800000608,68307000000000004,0,68307000000040608802,RURAL,POSECION,ESCRITURA,300-20879,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5128,Miriam Solana,CC,932673266,ABIERTO,3182845816,NINGUNO,UNION LIBRE 4 AÑOS,25/04/2008
5580,683070000000000040802800000608,68307000000000004,0,68307000000040608802,RURAL,POSECION,ESCRITURA,300-20880,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5035,Manuel Hoz Oller,CC,437680477,ABIERTO,3164754130,NINGUNO,UNION LIBRE 4 AÑOS,03/05/1973
5581,683070000000000040802800000608,68307000000000004,0,68307000000040608802,RURAL,POSECION,ESCRITURA,300-20881,COMPRAVENTA,NOTARIA 1 DE SAN GIL,880,Faustino Falcón Aguilar,CC,616506292,ABIERTO,3164544228,NINGUNO,UNION LIBRE 4 AÑOS,12/04/1954
5582,683070000000000040802800000608,68307000000000004,0,68307000000040608802,RURAL,POSECION,ESCRITURA,300-20882,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4591,Evaristo Macario Cervera Tejada,CC,654680502,ABIERTO,3134947997,NINGUNO,UNION LIBRE 4 AÑOS,25/07/1952
5583,683070000000000040802800000608,68307000000000004,0,68307000000040608802,RURAL,POSECION,ESCRITURA,300-20883,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1855,Bernardita Salcedo Palau,CC,306280023,ABIERTO,3100679737,NINGUNO,UNION LIBRE 4 AÑOS,10/02/1993
5584,683070000000000040802800000600,68307000000000004,0,68307000000040600802,RURAL,POSECION,ESCRITURA,300-20884,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1475,Candelaria del Soriano,CC,548849234,ABIERTO,3176826564,NINGUNO,UNION LIBRE 4 AÑOS,21/01/2013
5585,683070000000000040802800000547,68307000000000004,0,68307000000040547802,RURAL,POSECION,ESCRITURA,300-20885,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3702,Rosaura Buendía-Clemente,CC,328016088,ABIERTO,3179192517,NINGUNO,UNION LIBRE 4 AÑOS,23/04/1980
5586,683070000000000040802800000548,68307000000000004,0,68307000000040548802,RURAL,POSECION,ESCRITURA,300-20886,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5143,Amador Valera Marti,CC,169594905,ABIERTO,3163238955,NINGUNO,UNION LIBRE 4 AÑOS,28/08/1987
5587,683070000000000040802800000605,68307000000000004,0,68307000000040605802,RURAL,POSECION,ESCRITURA,300-20887,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6981,Severo Cesar Villalonga García,CC,199894142,ABIERTO,3125232491,NINGUNO,SIN INFORMACION,06/04/1996
5588,683070000000000040802800000606,68307000000000004,0,68307000000040606802,RURAL,POSECION,ESCRITURA,300-20888,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5663,Luís Cabrera Álamo,CC,653362248,ABIERTO,3104262498,NINGUNO,SIN INFORMACION,04/04/2015
5589,683070000000000040802800000545,68307000000000004,0,68307000000040545802,RURAL,POSECION,ESCRITURA,300-20889,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1366,Adán Alcides Domínguez Arellano,CC,14282475,ABIERTO,3175504214,NINGUNO,SIN INFORMACION,22/09/2021
5590,683070000000000040802800000603,68307000000000004,0,68307000000040603802,RURAL,POSECION,ESCRITURA,300-20890,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1634,Jesús Santamaría Bueno,CC,236924174,ABIERTO,3136006752,NINGUNO,SIN INFORMACION,15/10/2015
5591,683070000000000040802800000546,68307000000000004,0,68307000000040546802,RURAL,POSECION,ESCRITURA,300-20891,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4032,Pepe de Barco,CC,518167167,ABIERTO,3119642866,NINGUNO,SIN INFORMACION,09/11/1992
5592,683070000000000040802800000543,68307000000000004,0,68307000000040543802,RURAL,POSECION,ESCRITURA,300-20892,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6533,Miguela Rosselló Manrique,CC,812238022,ABIERTO,3180627057,NINGUNO,SIN INFORMACION,27/10/1962
5593,683070000000000040802800000602,68307000000000004,0,68307000000040602802,RURAL,POSECION,ESCRITURA,300-20893,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6729,Víctor Bas Planas,CC,48301521,ABIERTO,3137959981,NINGUNO,SIN INFORMACION,21/06/2003
5594,683070000000000040802800000604,68307000000000004,0,68307000000040604802,RURAL,POSECION,ESCRITURA,300-20894,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2090,Nazaret Borja Valcárcel,CC,587519226,ABIERTO,3141460461,NINGUNO,SIN INFORMACION,13/08/1979
5595,683070000000000040802800000544,68307000000000004,0,68307000000040544802,RURAL,POSECION,ESCRITURA,300-20895,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6824,Julieta Badía,CC,633278501,ABIERTO,3165295353,NINGUNO,SIN INFORMACION,21/12/1961
5596,683070000000000040802800000601,68307000000000004,0,68307000000040601802,RURAL,POSECION,ESCRITURA,300-20896,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1199,Nilo Benavente Amigó,CC,424598328,ABIERTO,3140570807,NINGUNO,SIN INFORMACION,12/01/1997
5597,683070000000000040168000000000,68307000000000004,0,68307000000040168000,RURAL,POSECION,ESCRITURA,300-20897,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2560,Jesús Cervantes Galvez,CC,16734826,ABIERTO,3114964207,NINGUNO,SIN INFORMACION,16/04/2014
5598,683070000000000040802800000668,68307000000000004,0,68307000000040668802,RURAL,POSECION,ESCRITURA,300-20898,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4036,Baltasar Narciso Piquer Hierro,CC,913155646,ABIERTO,3190119787,NINGUNO,SIN INFORMACION,10/09/1982
5599,683070000000000040802800000670,68307000000000004,0,68307000000040670802,RURAL,POSECION,ESCRITURA,300-20899,COMPRAVENTA,NOTARIA 1 DE SAN GIL,699,Sabina de Pinedo,CC,833276396,ABIERTO,3118225428,NINGUNO,SIN INFORMACION,17/03/2000
5600,683070000000000040802800000669,68307000000000004,0,68307000000040669802,RURAL,POSECION,ESCRITURA,300-20900,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3779,Maite Bartolomé Alcolea,CC,540750226,ABIERTO,3147865583,NINGUNO,SIN INFORMACION,06/06/2000
5601,683070000000000040802800000671,68307000000000004,0,68307000000040671802,RURAL,POSECION,ESCRITURA,300-20901,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6220,Máximo Franco,CC,674171550,ABIERTO,3183126312,NINGUNO,SIN INFORMACION,10/09/2005
5602,683070000000000040802800000672,68307000000000004,0,68307000000040672802,RURAL,POSECION,ESCRITURA,300-20902,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2684,Patricia Cuéllar Blázquez,CC,336088693,ABIERTO,3104350221,NINGUNO,SIN INFORMACION,02/04/1979
5603,683070000000000040042000000000,68307000000000004,0,68307000000040042000,RURAL,POSECION,ESCRITURA,300-20903,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4826,Hernando Ros Agudo,CC,392773086,ABIERTO,3146651520,NINGUNO,SIN INFORMACION,14/07/1984
5604,683070000000000040802800000571,68307000000000004,0,68307000000040571802,RURAL,POSECION,ESCRITURA,300-20904,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6392,Fito del Pavón,CC,438555232,ABIERTO,3173188710,NINGUNO,SIN INFORMACION,26/03/1976
5605,683070000000000022042000000000,68307000000000002,0,68307000000022042000,RURAL,POSECION,ESCRITURA,300-20905,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5412,Micaela Pedro Agustín,CC,412786312,ABIERTO,3102023635,NINGUNO,SIN INFORMACION,13/08/1992
5606,683070000000000020756000000000,68307000000000002,0,68307000000020756000,RURAL,POSECION,ESCRITURA,300-20906,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2684,Carmelo Infante Martin,CC,680154937,ABIERTO,3150959384,NINGUNO,SIN INFORMACION,12/10/1957
5607,683070000000000024722000000000,68307000000000002,0,68307000000024722000,RURAL,POSECION,ESCRITURA,300-20907,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6324,Concepción Bayón-Fiol,CC,545576789,ABIERTO,3167833822,NINGUNO,SIN INFORMACION,15/09/1967
5608,683170003000000140009000000000,68317000300000014,0,68317000300140009000,RURAL,POSECION,ESCRITURA,300-20908,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6597,Moisés Marciano Galindo Guardiola,CC,462209036,ABIERTO,3149179801,NINGUNO,SIN INFORMACION,16/08/2016
5609,683170003000000140008000000000,68317000300000014,0,68317000300140008000,RURAL,POSECION,ESCRITURA,300-20909,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1440,Susana Torrecilla,CC,555676948,ABIERTO,3128235956,NINGUNO,SIN INFORMACION,09/01/1995
5610,683170003000000140010000000000,68317000300000014,0,68317000300140010000,RURAL,POSECION,ESCRITURA,300-20910,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7375,Martín Heredia Marcos,CC,851659442,ABIERTO,3183432634,NINGUNO,SIN INFORMACION,23/08/1974
5611,683170003000000140007000000000,68317000300000014,0,68317000300140007000,RURAL,POSECION,ESCRITURA,300-20911,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6573,Milagros Luz Oliva,CC,364650065,ABIERTO,3119246928,NINGUNO,SIN INFORMACION,28/09/1983
5612,683170003000000140011000000000,68317000300000014,0,68317000300140011000,RURAL,POSECION,ESCRITURA,300-20912,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1361,Javiera Martirio Arévalo Moraleda,CC,207390209,ABIERTO,3115406127,NINGUNO,SIN INFORMACION,02/11/2015
5613,683170003000000140006000000000,68317000300000014,0,68317000300140006000,RURAL,POSECION,ESCRITURA,300-20913,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6159,Hilario Nogués-Escudero,CC,928626778,ABIERTO,3112104563,NINGUNO,SIN INFORMACION,21/12/1992
5614,683170003000000140012000000000,68317000300000014,0,68317000300140012000,RURAL,POSECION,ESCRITURA,300-20914,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1319,Maxi de Cazorla,CC,693250769,ABIERTO,3106973262,NINGUNO,SIN INFORMACION,03/05/2006
5615,683170003000000140013000000000,68317000300000014,0,68317000300140013000,RURAL,POSECION,ESCRITURA,300-20915,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4459,Felix Sevillano Murcia,CC,741776883,ABIERTO,3186562478,NINGUNO,SIN INFORMACION,10/12/1956
5616,683170003000000140004000000000,68317000300000014,0,68317000300140004000,RURAL,POSECION,ESCRITURA,300-20916,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4774,León Gargallo Frías,CC,131320902,ABIERTO,3184688158,NINGUNO,SIN INFORMACION,28/05/2018
5617,683170003000000140014000000000,68317000300000014,0,68317000300140014000,RURAL,DOMINIO,ESCRITURA,300-20917,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2006,Concha Otero-Chico,CC,236853913,ABIERTO,3103235634,NINGUNO,SIN INFORMACION,13/02/1988
5618,683170003000000140003000000000,68317000300000014,0,68317000300140003000,RURAL,DOMINIO,ESCRITURA,300-20918,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6644,Flora Amor Cámara Tamarit,CC,930893208,ABIERTO,3120981074,NINGUNO,SIN INFORMACION,05/02/2009
5619,683170003000000140015000000000,68317000300000014,0,68317000300140015000,RURAL,DOMINIO,ESCRITURA,300-20919,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2788,Anna Corbacho Chacón,CC,684073738,ABIERTO,3151216635,NINGUNO,SIN INFORMACION,14/05/1962
5620,683170003000000140002000000000,68317000300000014,0,68317000300140002000,RURAL,DOMINIO,ESCRITURA,300-20920,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5641,Vicente Barrio Tejedor,CC,371171322,ABIERTO,3119901368,NINGUNO,SIN INFORMACION,23/10/1971
5621,683170003000000140016000000000,68317000300000014,0,68317000300140016000,RURAL,DOMINIO,ESCRITURA,300-20921,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6149,Leire Pulido Carranza,CC,678744852,ABIERTO,3178584995,NINGUNO,SIN INFORMACION,02/05/2002
5622,683170003000000140001000000000,68317000300000014,0,68317000300140001000,RURAL,DOMINIO,ESCRITURA,300-20922,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1301,Seve de Pujol,CC,957657870,ABIERTO,3189540905,NINGUNO,SIN INFORMACION,09/12/1970
5623,683170003000005340006000000000,68317000300000534,0,68317000305340006000,RURAL,DOMINIO,ESCRITURA,300-20923,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1807,Evelia Almeida Lerma,CC,966635539,ABIERTO,3143654140,NINGUNO,SIN INFORMACION,04/10/2014
5624,683170003000005340002000000000,68317000300000534,0,68317000305340002000,RURAL,DOMINIO,ESCRITURA,300-20924,COMPRAVENTA,NOTARIA 1 DE SAN GIL,423,Francisco Jose Pol,CC,268778034,ABIERTO,3142653543,NINGUNO,SIN INFORMACION,10/11/2001
